date_id,full_date,year,quarter,month,month_name,day,day_name,week_of_year,is_weekend,fiscal_year
20220521,2022-05-21,2022,2,5,May,21,Saturday,20,1,2022
20220522,2022-05-22,2022,2,5,May,22,Sunday,20,1,2022
20220523,2022-05-23,2022,2,5,May,23,Monday,21,0,2022
20220524,2022-05-24,2022,2,5,May,24,Tuesday,21,0,2022
20220525,2022-05-25,2022,2,5,May,25,Wednesday,21,0,2022
20220526,2022-05-26,2022,2,5,May,26,Thursday,21,0,2022
20220527,2022-05-27,2022,2,5,May,27,Friday,21,0,2022
20220528,2022-05-28,2022,2,5,May,28,Saturday,21,1,2022
20220529,2022-05-29,2022,2,5,May,29,Sunday,21,1,2022
20220530,2022-05-30,2022,2,5,May,30,Monday,22,0,2022
20220531,2022-05-31,2022,2,5,May,31,Tuesday,22,0,2022
20220601,2022-06-01,2022,2,6,June,1,Wednesday,22,0,2022
20220602,2022-06-02,2022,2,6,June,2,Thursday,22,0,2022
20220603,2022-06-03,2022,2,6,June,3,Friday,22,0,2022
20220604,2022-06-04,2022,2,6,June,4,Saturday,22,1,2022
20220605,2022-06-05,2022,2,6,June,5,Sunday,22,1,2022
20220606,2022-06-06,2022,2,6,June,6,Monday,23,0,2022
20220607,2022-06-07,2022,2,6,June,7,Tuesday,23,0,2022
20220608,2022-06-08,2022,2,6,June,8,Wednesday,23,0,2022
20220609,2022-06-09,2022,2,6,June,9,Thursday,23,0,2022
20220610,2022-06-10,2022,2,6,June,10,Friday,23,0,2022
20220611,2022-06-11,2022,2,6,June,11,Saturday,23,1,2022
20220612,2022-06-12,2022,2,6,June,12,Sunday,23,1,2022
20220613,2022-06-13,2022,2,6,June,13,Monday,24,0,2022
20220614,2022-06-14,2022,2,6,June,14,Tuesday,24,0,2022
20220615,2022-06-15,2022,2,6,June,15,Wednesday,24,0,2022
20220616,2022-06-16,2022,2,6,June,16,Thursday,24,0,2022
20220617,2022-06-17,2022,2,6,June,17,Friday,24,0,2022
20220618,2022-06-18,2022,2,6,June,18,Saturday,24,1,2022
20220619,2022-06-19,2022,2,6,June,19,Sunday,24,1,2022
20220620,2022-06-20,2022,2,6,June,20,Monday,25,0,2022
20220621,2022-06-21,2022,2,6,June,21,Tuesday,25,0,2022
20220622,2022-06-22,2022,2,6,June,22,Wednesday,25,0,2022
20220623,2022-06-23,2022,2,6,June,23,Thursday,25,0,2022
20220624,2022-06-24,2022,2,6,June,24,Friday,25,0,2022
20220625,2022-06-25,2022,2,6,June,25,Saturday,25,1,2022
20220626,2022-06-26,2022,2,6,June,26,Sunday,25,1,2022
20220627,2022-06-27,2022,2,6,June,27,Monday,26,0,2022
20220628,2022-06-28,2022,2,6,June,28,Tuesday,26,0,2022
20220629,2022-06-29,2022,2,6,June,29,Wednesday,26,0,2022
20220630,2022-06-30,2022,2,6,June,30,Thursday,26,0,2022
20220701,2022-07-01,2022,3,7,July,1,Friday,26,0,2022
20220702,2022-07-02,2022,3,7,July,2,Saturday,26,1,2022
20220703,2022-07-03,2022,3,7,July,3,Sunday,26,1,2022
20220704,2022-07-04,2022,3,7,July,4,Monday,27,0,2022
20220705,2022-07-05,2022,3,7,July,5,Tuesday,27,0,2022
20220706,2022-07-06,2022,3,7,July,6,Wednesday,27,0,2022
20220707,2022-07-07,2022,3,7,July,7,Thursday,27,0,2022
20220708,2022-07-08,2022,3,7,July,8,Friday,27,0,2022
20220709,2022-07-09,2022,3,7,July,9,Saturday,27,1,2022
20220710,2022-07-10,2022,3,7,July,10,Sunday,27,1,2022
20220711,2022-07-11,2022,3,7,July,11,Monday,28,0,2022
20220712,2022-07-12,2022,3,7,July,12,Tuesday,28,0,2022
20220713,2022-07-13,2022,3,7,July,13,Wednesday,28,0,2022
20220714,2022-07-14,2022,3,7,July,14,Thursday,28,0,2022
20220715,2022-07-15,2022,3,7,July,15,Friday,28,0,2022
20220716,2022-07-16,2022,3,7,July,16,Saturday,28,1,2022
20220717,2022-07-17,2022,3,7,July,17,Sunday,28,1,2022
20220718,2022-07-18,2022,3,7,July,18,Monday,29,0,2022
20220719,2022-07-19,2022,3,7,July,19,Tuesday,29,0,2022
20220720,2022-07-20,2022,3,7,July,20,Wednesday,29,0,2022
20220721,2022-07-21,2022,3,7,July,21,Thursday,29,0,2022
20220722,2022-07-22,2022,3,7,July,22,Friday,29,0,2022
20220723,2022-07-23,2022,3,7,July,23,Saturday,29,1,2022
20220724,2022-07-24,2022,3,7,July,24,Sunday,29,1,2022
20220725,2022-07-25,2022,3,7,July,25,Monday,30,0,2022
20220726,2022-07-26,2022,3,7,July,26,Tuesday,30,0,2022
20220727,2022-07-27,2022,3,7,July,27,Wednesday,30,0,2022
20220728,2022-07-28,2022,3,7,July,28,Thursday,30,0,2022
20220729,2022-07-29,2022,3,7,July,29,Friday,30,0,2022
20220730,2022-07-30,2022,3,7,July,30,Saturday,30,1,2022
20220731,2022-07-31,2022,3,7,July,31,Sunday,30,1,2022
20220801,2022-08-01,2022,3,8,August,1,Monday,31,0,2022
20220802,2022-08-02,2022,3,8,August,2,Tuesday,31,0,2022
20220803,2022-08-03,2022,3,8,August,3,Wednesday,31,0,2022
20220804,2022-08-04,2022,3,8,August,4,Thursday,31,0,2022
20220805,2022-08-05,2022,3,8,August,5,Friday,31,0,2022
20220806,2022-08-06,2022,3,8,August,6,Saturday,31,1,2022
20220807,2022-08-07,2022,3,8,August,7,Sunday,31,1,2022
20220808,2022-08-08,2022,3,8,August,8,Monday,32,0,2022
20220809,2022-08-09,2022,3,8,August,9,Tuesday,32,0,2022
20220810,2022-08-10,2022,3,8,August,10,Wednesday,32,0,2022
20220811,2022-08-11,2022,3,8,August,11,Thursday,32,0,2022
20220812,2022-08-12,2022,3,8,August,12,Friday,32,0,2022
20220813,2022-08-13,2022,3,8,August,13,Saturday,32,1,2022
20220814,2022-08-14,2022,3,8,August,14,Sunday,32,1,2022
20220815,2022-08-15,2022,3,8,August,15,Monday,33,0,2022
20220816,2022-08-16,2022,3,8,August,16,Tuesday,33,0,2022
20220817,2022-08-17,2022,3,8,August,17,Wednesday,33,0,2022
20220818,2022-08-18,2022,3,8,August,18,Thursday,33,0,2022
20220819,2022-08-19,2022,3,8,August,19,Friday,33,0,2022
20220820,2022-08-20,2022,3,8,August,20,Saturday,33,1,2022
20220821,2022-08-21,2022,3,8,August,21,Sunday,33,1,2022
20220822,2022-08-22,2022,3,8,August,22,Monday,34,0,2022
20220823,2022-08-23,2022,3,8,August,23,Tuesday,34,0,2022
20220824,2022-08-24,2022,3,8,August,24,Wednesday,34,0,2022
20220825,2022-08-25,2022,3,8,August,25,Thursday,34,0,2022
20220826,2022-08-26,2022,3,8,August,26,Friday,34,0,2022
20220827,2022-08-27,2022,3,8,August,27,Saturday,34,1,2022
20220828,2022-08-28,2022,3,8,August,28,Sunday,34,1,2022
20220829,2022-08-29,2022,3,8,August,29,Monday,35,0,2022
20220830,2022-08-30,2022,3,8,August,30,Tuesday,35,0,2022
20220831,2022-08-31,2022,3,8,August,31,Wednesday,35,0,2022
20220901,2022-09-01,2022,3,9,September,1,Thursday,35,0,2022
20220902,2022-09-02,2022,3,9,September,2,Friday,35,0,2022
20220903,2022-09-03,2022,3,9,September,3,Saturday,35,1,2022
20220904,2022-09-04,2022,3,9,September,4,Sunday,35,1,2022
20220905,2022-09-05,2022,3,9,September,5,Monday,36,0,2022
20220906,2022-09-06,2022,3,9,September,6,Tuesday,36,0,2022
20220907,2022-09-07,2022,3,9,September,7,Wednesday,36,0,2022
20220908,2022-09-08,2022,3,9,September,8,Thursday,36,0,2022
20220909,2022-09-09,2022,3,9,September,9,Friday,36,0,2022
20220910,2022-09-10,2022,3,9,September,10,Saturday,36,1,2022
20220911,2022-09-11,2022,3,9,September,11,Sunday,36,1,2022
20220912,2022-09-12,2022,3,9,September,12,Monday,37,0,2022
20220913,2022-09-13,2022,3,9,September,13,Tuesday,37,0,2022
20220914,2022-09-14,2022,3,9,September,14,Wednesday,37,0,2022
20220915,2022-09-15,2022,3,9,September,15,Thursday,37,0,2022
20220916,2022-09-16,2022,3,9,September,16,Friday,37,0,2022
20220917,2022-09-17,2022,3,9,September,17,Saturday,37,1,2022
20220918,2022-09-18,2022,3,9,September,18,Sunday,37,1,2022
20220919,2022-09-19,2022,3,9,September,19,Monday,38,0,2022
20220920,2022-09-20,2022,3,9,September,20,Tuesday,38,0,2022
20220921,2022-09-21,2022,3,9,September,21,Wednesday,38,0,2022
20220922,2022-09-22,2022,3,9,September,22,Thursday,38,0,2022
20220923,2022-09-23,2022,3,9,September,23,Friday,38,0,2022
20220924,2022-09-24,2022,3,9,September,24,Saturday,38,1,2022
20220925,2022-09-25,2022,3,9,September,25,Sunday,38,1,2022
20220926,2022-09-26,2022,3,9,September,26,Monday,39,0,2022
20220927,2022-09-27,2022,3,9,September,27,Tuesday,39,0,2022
20220928,2022-09-28,2022,3,9,September,28,Wednesday,39,0,2022
20220929,2022-09-29,2022,3,9,September,29,Thursday,39,0,2022
20220930,2022-09-30,2022,3,9,September,30,Friday,39,0,2022
20221001,2022-10-01,2022,4,10,October,1,Saturday,39,1,2022
20221002,2022-10-02,2022,4,10,October,2,Sunday,39,1,2022
20221003,2022-10-03,2022,4,10,October,3,Monday,40,0,2022
20221004,2022-10-04,2022,4,10,October,4,Tuesday,40,0,2022
20221005,2022-10-05,2022,4,10,October,5,Wednesday,40,0,2022
20221006,2022-10-06,2022,4,10,October,6,Thursday,40,0,2022
20221007,2022-10-07,2022,4,10,October,7,Friday,40,0,2022
20221008,2022-10-08,2022,4,10,October,8,Saturday,40,1,2022
20221009,2022-10-09,2022,4,10,October,9,Sunday,40,1,2022
20221010,2022-10-10,2022,4,10,October,10,Monday,41,0,2022
20221011,2022-10-11,2022,4,10,October,11,Tuesday,41,0,2022
20221012,2022-10-12,2022,4,10,October,12,Wednesday,41,0,2022
20221013,2022-10-13,2022,4,10,October,13,Thursday,41,0,2022
20221014,2022-10-14,2022,4,10,October,14,Friday,41,0,2022
20221015,2022-10-15,2022,4,10,October,15,Saturday,41,1,2022
20221016,2022-10-16,2022,4,10,October,16,Sunday,41,1,2022
20221017,2022-10-17,2022,4,10,October,17,Monday,42,0,2022
20221018,2022-10-18,2022,4,10,October,18,Tuesday,42,0,2022
20221019,2022-10-19,2022,4,10,October,19,Wednesday,42,0,2022
20221020,2022-10-20,2022,4,10,October,20,Thursday,42,0,2022
20221021,2022-10-21,2022,4,10,October,21,Friday,42,0,2022
20221022,2022-10-22,2022,4,10,October,22,Saturday,42,1,2022
20221023,2022-10-23,2022,4,10,October,23,Sunday,42,1,2022
20221024,2022-10-24,2022,4,10,October,24,Monday,43,0,2022
20221025,2022-10-25,2022,4,10,October,25,Tuesday,43,0,2022
20221026,2022-10-26,2022,4,10,October,26,Wednesday,43,0,2022
20221027,2022-10-27,2022,4,10,October,27,Thursday,43,0,2022
20221028,2022-10-28,2022,4,10,October,28,Friday,43,0,2022
20221029,2022-10-29,2022,4,10,October,29,Saturday,43,1,2022
20221030,2022-10-30,2022,4,10,October,30,Sunday,43,1,2022
20221031,2022-10-31,2022,4,10,October,31,Monday,44,0,2022
20221101,2022-11-01,2022,4,11,November,1,Tuesday,44,0,2022
20221102,2022-11-02,2022,4,11,November,2,Wednesday,44,0,2022
20221103,2022-11-03,2022,4,11,November,3,Thursday,44,0,2022
20221104,2022-11-04,2022,4,11,November,4,Friday,44,0,2022
20221105,2022-11-05,2022,4,11,November,5,Saturday,44,1,2022
20221106,2022-11-06,2022,4,11,November,6,Sunday,44,1,2022
20221107,2022-11-07,2022,4,11,November,7,Monday,45,0,2022
20221108,2022-11-08,2022,4,11,November,8,Tuesday,45,0,2022
20221109,2022-11-09,2022,4,11,November,9,Wednesday,45,0,2022
20221110,2022-11-10,2022,4,11,November,10,Thursday,45,0,2022
20221111,2022-11-11,2022,4,11,November,11,Friday,45,0,2022
20221112,2022-11-12,2022,4,11,November,12,Saturday,45,1,2022
20221113,2022-11-13,2022,4,11,November,13,Sunday,45,1,2022
20221114,2022-11-14,2022,4,11,November,14,Monday,46,0,2022
20221115,2022-11-15,2022,4,11,November,15,Tuesday,46,0,2022
20221116,2022-11-16,2022,4,11,November,16,Wednesday,46,0,2022
20221117,2022-11-17,2022,4,11,November,17,Thursday,46,0,2022
20221118,2022-11-18,2022,4,11,November,18,Friday,46,0,2022
20221119,2022-11-19,2022,4,11,November,19,Saturday,46,1,2022
20221120,2022-11-20,2022,4,11,November,20,Sunday,46,1,2022
20221121,2022-11-21,2022,4,11,November,21,Monday,47,0,2022
20221122,2022-11-22,2022,4,11,November,22,Tuesday,47,0,2022
20221123,2022-11-23,2022,4,11,November,23,Wednesday,47,0,2022
20221124,2022-11-24,2022,4,11,November,24,Thursday,47,0,2022
20221125,2022-11-25,2022,4,11,November,25,Friday,47,0,2022
20221126,2022-11-26,2022,4,11,November,26,Saturday,47,1,2022
20221127,2022-11-27,2022,4,11,November,27,Sunday,47,1,2022
20221128,2022-11-28,2022,4,11,November,28,Monday,48,0,2022
20221129,2022-11-29,2022,4,11,November,29,Tuesday,48,0,2022
20221130,2022-11-30,2022,4,11,November,30,Wednesday,48,0,2022
20221201,2022-12-01,2022,4,12,December,1,Thursday,48,0,2022
20221202,2022-12-02,2022,4,12,December,2,Friday,48,0,2022
20221203,2022-12-03,2022,4,12,December,3,Saturday,48,1,2022
20221204,2022-12-04,2022,4,12,December,4,Sunday,48,1,2022
20221205,2022-12-05,2022,4,12,December,5,Monday,49,0,2022
20221206,2022-12-06,2022,4,12,December,6,Tuesday,49,0,2022
20221207,2022-12-07,2022,4,12,December,7,Wednesday,49,0,2022
20221208,2022-12-08,2022,4,12,December,8,Thursday,49,0,2022
20221209,2022-12-09,2022,4,12,December,9,Friday,49,0,2022
20221210,2022-12-10,2022,4,12,December,10,Saturday,49,1,2022
20221211,2022-12-11,2022,4,12,December,11,Sunday,49,1,2022
20221212,2022-12-12,2022,4,12,December,12,Monday,50,0,2022
20221213,2022-12-13,2022,4,12,December,13,Tuesday,50,0,2022
20221214,2022-12-14,2022,4,12,December,14,Wednesday,50,0,2022
20221215,2022-12-15,2022,4,12,December,15,Thursday,50,0,2022
20221216,2022-12-16,2022,4,12,December,16,Friday,50,0,2022
20221217,2022-12-17,2022,4,12,December,17,Saturday,50,1,2022
20221218,2022-12-18,2022,4,12,December,18,Sunday,50,1,2022
20221219,2022-12-19,2022,4,12,December,19,Monday,51,0,2022
20221220,2022-12-20,2022,4,12,December,20,Tuesday,51,0,2022
20221221,2022-12-21,2022,4,12,December,21,Wednesday,51,0,2022
20221222,2022-12-22,2022,4,12,December,22,Thursday,51,0,2022
20221223,2022-12-23,2022,4,12,December,23,Friday,51,0,2022
20221224,2022-12-24,2022,4,12,December,24,Saturday,51,1,2022
20221225,2022-12-25,2022,4,12,December,25,Sunday,51,1,2022
20221226,2022-12-26,2022,4,12,December,26,Monday,52,0,2022
20221227,2022-12-27,2022,4,12,December,27,Tuesday,52,0,2022
20221228,2022-12-28,2022,4,12,December,28,Wednesday,52,0,2022
20221229,2022-12-29,2022,4,12,December,29,Thursday,52,0,2022
20221230,2022-12-30,2022,4,12,December,30,Friday,52,0,2022
20221231,2022-12-31,2022,4,12,December,31,Saturday,52,1,2022
20230101,2023-01-01,2023,1,1,January,1,Sunday,52,1,2022
20230102,2023-01-02,2023,1,1,January,2,Monday,1,0,2022
20230103,2023-01-03,2023,1,1,January,3,Tuesday,1,0,2022
20230104,2023-01-04,2023,1,1,January,4,Wednesday,1,0,2022
20230105,2023-01-05,2023,1,1,January,5,Thursday,1,0,2022
20230106,2023-01-06,2023,1,1,January,6,Friday,1,0,2022
20230107,2023-01-07,2023,1,1,January,7,Saturday,1,1,2022
20230108,2023-01-08,2023,1,1,January,8,Sunday,1,1,2022
20230109,2023-01-09,2023,1,1,January,9,Monday,2,0,2022
20230110,2023-01-10,2023,1,1,January,10,Tuesday,2,0,2022
20230111,2023-01-11,2023,1,1,January,11,Wednesday,2,0,2022
20230112,2023-01-12,2023,1,1,January,12,Thursday,2,0,2022
20230113,2023-01-13,2023,1,1,January,13,Friday,2,0,2022
20230114,2023-01-14,2023,1,1,January,14,Saturday,2,1,2022
20230115,2023-01-15,2023,1,1,January,15,Sunday,2,1,2022
20230116,2023-01-16,2023,1,1,January,16,Monday,3,0,2022
20230117,2023-01-17,2023,1,1,January,17,Tuesday,3,0,2022
20230118,2023-01-18,2023,1,1,January,18,Wednesday,3,0,2022
20230119,2023-01-19,2023,1,1,January,19,Thursday,3,0,2022
20230120,2023-01-20,2023,1,1,January,20,Friday,3,0,2022
20230121,2023-01-21,2023,1,1,January,21,Saturday,3,1,2022
20230122,2023-01-22,2023,1,1,January,22,Sunday,3,1,2022
20230123,2023-01-23,2023,1,1,January,23,Monday,4,0,2022
20230124,2023-01-24,2023,1,1,January,24,Tuesday,4,0,2022
20230125,2023-01-25,2023,1,1,January,25,Wednesday,4,0,2022
20230126,2023-01-26,2023,1,1,January,26,Thursday,4,0,2022
20230127,2023-01-27,2023,1,1,January,27,Friday,4,0,2022
20230128,2023-01-28,2023,1,1,January,28,Saturday,4,1,2022
20230129,2023-01-29,2023,1,1,January,29,Sunday,4,1,2022
20230130,2023-01-30,2023,1,1,January,30,Monday,5,0,2022
20230131,2023-01-31,2023,1,1,January,31,Tuesday,5,0,2022
20230201,2023-02-01,2023,1,2,February,1,Wednesday,5,0,2022
20230202,2023-02-02,2023,1,2,February,2,Thursday,5,0,2022
20230203,2023-02-03,2023,1,2,February,3,Friday,5,0,2022
20230204,2023-02-04,2023,1,2,February,4,Saturday,5,1,2022
20230205,2023-02-05,2023,1,2,February,5,Sunday,5,1,2022
20230206,2023-02-06,2023,1,2,February,6,Monday,6,0,2022
20230207,2023-02-07,2023,1,2,February,7,Tuesday,6,0,2022
20230208,2023-02-08,2023,1,2,February,8,Wednesday,6,0,2022
20230209,2023-02-09,2023,1,2,February,9,Thursday,6,0,2022
20230210,2023-02-10,2023,1,2,February,10,Friday,6,0,2022
20230211,2023-02-11,2023,1,2,February,11,Saturday,6,1,2022
20230212,2023-02-12,2023,1,2,February,12,Sunday,6,1,2022
20230213,2023-02-13,2023,1,2,February,13,Monday,7,0,2022
