order_id,order_date,customer_id,product_id,quantity,unit_price,discount_pct,gross_amount,discount_amount,net_revenue,total_cost,profit,profit_margin_pct,date_id
SO000052,2023-04-17,C00226,P0006,2,769.69,0.05,1539.38,76.97,1462.41,1132.3,330.11,0.2257,20230417
SO000053,2022-08-31,C00081,P0012,11,1402.52,0.0,15427.72,0.0,15427.72,6912.62,8515.1,0.5519,20220831
SO000054,2024-09-07,C00247,P0022,8,316.23,0.0,2529.84,0.0,2529.84,1232.8,1297.04,0.5127,20240907
SO000055,2022-03-30,C00012,P0008,3,1292.98,0.05,3878.94,193.95,3684.99,1733.19,1951.8,0.5297,20220330
SO000056,2022-10-28,C00021,P0019,1,133.67,0.0,133.67,0.0,133.67,53.13,80.54,0.6025,20221028
SO000057,2022-02-08,C00208,P0020,12,1298.32,0.1,15579.84,1557.98,14021.86,8081.64,5940.22,0.4236,20220208
SO000058,2024-08-23,C00111,P0015,8,1099.41,0.0,8795.28,0.0,8795.28,3817.76,4977.52,0.5659,20240823
SO000059,2023-01-08,C00407,P0019,10,133.67,0.05,1336.7,66.84,1269.86,531.3,738.56,0.5816,20230108
SO000060,2022-05-21,C00176,P0015,4,1099.41,0.0,4397.64,0.0,4397.64,1908.88,2488.76,0.5659,20220521
SO000061,2024-05-09,C00268,P0017,3,1129.3,0.05,3387.9,169.4,3218.5,2296.83,921.67,0.2864,20240509
SO000062,2024-12-24,C00308,P0002,13,239.03,0.1,3107.39,310.74,2796.65,1358.63,1438.02,0.5142,20241224
SO000063,2022-01-03,C00462,P0020,11,1298.32,0.05,14281.52,714.08,13567.44,7408.17,6159.27,0.454,20220103
SO000064,2024-05-28,C00023,P0017,4,1129.3,0.15,4517.2,677.58,3839.62,3062.44,777.18,0.2024,20240528
SO000065,2022-07-20,C00180,P0019,7,133.67,0.0,935.69,0.0,935.69,371.91,563.78,0.6025,20220720
SO000066,2023-08-04,C00440,P0003,10,329.69,0.15,3296.9,494.53,2802.37,1890.7,911.67,0.3253,20230804
SO000067,2024-12-06,C00364,P0001,3,1184.23,0.05,3552.69,177.63,3375.06,1592.64,1782.42,0.5281,20241206
SO000068,2024-04-17,C00412,P0011,6,612.61,0.0,3675.66,0.0,3675.66,1940.52,1735.14,0.4721,20240417
SO000069,2024-05-17,C00134,P0018,10,808.88,0.0,8088.8,0.0,8088.8,4065.8,4023.0,0.4974,20240517
SO000070,2024-04-26,C00387,P0007,9,213.28,0.1,1919.52,191.95,1727.57,1294.74,432.83,0.2505,20240426
SO000071,2023-06-04,C00285,P0016,5,794.81,0.05,3974.05,198.7,3775.35,1843.25,1932.1,0.5118,20230604
SO000072,2022-09-01,C00071,P0022,12,316.23,0.0,3794.76,0.0,3794.76,1849.2,1945.56,0.5127,20220901
SO000073,2024-11-07,C00052,P0007,10,213.28,0.1,2132.8,213.28,1919.52,1438.6,480.92,0.2505,20241107
SO000075,2024-06-10,C00075,P0016,2,794.81,0.0,1589.62,0.0,1589.62,737.3,852.32,0.5362,20240610
SO000076,2024-03-31,C00020,P0013,10,183.15,0.05,1831.5,91.58,1739.92,996.0,743.92,0.4276,20240331
SO000077,2024-10-09,C00030,P0006,8,769.69,0.0,6157.52,0.0,6157.52,4529.2,1628.32,0.2644,20241009
SO000078,2023-02-03,C00266,P0010,1,407.06,0.1,407.06,40.71,366.35,162.22,204.13,0.5572,20230203
SO000080,2023-12-25,C00142,P0013,16,183.15,0.0,2930.4,0.0,2930.4,1593.6,1336.8,0.4562,20231225
SO000081,2022-07-04,C00378,P0003,9,329.69,0.0,2967.21,0.0,2967.21,1701.63,1265.58,0.4265,20220704
SO000082,2023-07-21,C00179,P0012,4,1402.52,0.05,5610.08,280.5,5329.58,2513.68,2815.9,0.5284,20230721
SO000083,2023-06-19,C00295,P0001,3,1184.23,0.0,3552.69,0.0,3552.69,1592.64,1960.05,0.5517,20230619
SO000084,2022-08-28,C00151,P0011,9,612.61,0.2,5513.49,1102.7,4410.79,2910.78,1500.01,0.3401,20220828
SO000085,2024-06-25,C00295,P0009,7,207.23,0.05,1450.61,72.53,1378.08,692.72,685.36,0.4973,20240625
SO000086,2024-08-01,C00493,P0015,10,1099.41,0.15,10994.1,1649.12,9344.98,4772.2,4572.78,0.4893,20240801
SO000087,2023-03-28,C00196,P0021,11,1034.07,0.1,11374.77,1137.48,10237.29,4554.44,5682.85,0.5551,20230328
SO000088,2022-01-20,C00181,P0017,12,1129.3,0.1,13551.6,1355.16,12196.44,9187.32,3009.12,0.2467,20220120
SO000089,2022-06-05,C00345,P0011,9,612.61,0.15,5513.49,827.02,4686.47,2910.78,1775.69,0.3789,20220605
SO000090,2023-07-06,C00458,P0019,3,133.67,0.15,401.01,60.15,340.86,159.39,181.47,0.5324,20230706
SO000091,2023-04-26,C00256,P0007,12,213.28,0.0,2559.36,0.0,2559.36,1726.32,833.04,0.3255,20230426
SO000092,2023-12-31,C00428,P0008,5,1292.98,0.1,6464.9,646.49,5818.41,2888.65,2929.76,0.5035,20231231
SO000093,2024-10-05,C00490,P0022,10,316.23,0.0,3162.3,0.0,3162.3,1541.0,1621.3,0.5127,20241005
SO000094,2024-01-31,C00435,P0016,10,794.81,0.0,7948.1,0.0,7948.1,3686.5,4261.6,0.5362,20240131
SO000095,2024-10-02,C00295,P0009,3,207.23,0.2,621.69,124.34,497.35,296.88,200.47,0.4031,20241002
SO000096,2022-09-20,C00114,P0019,1,133.67,0.05,133.67,6.68,126.99,53.13,73.86,0.5816,20220920
SO000097,2023-12-13,C00017,P0017,10,1129.3,0.15,11293.0,1693.95,9599.05,7656.1,1942.95,0.2024,20231213
SO000099,2023-10-29,C00298,P0004,6,1701.98,0.05,10211.88,510.59,9701.29,3998.76,5702.53,0.5878,20231029
SO000100,2024-08-23,C00122,P0009,10,207.23,0.0,2072.3,0.0,2072.3,989.6,1082.7,0.5225,20240823
SO000101,2024-01-18,C00215,P0012,7,1402.52,0.0,9817.64,0.0,9817.64,4398.94,5418.7,0.5519,20240118
SO000102,2023-04-14,C00295,P0022,2,316.23,0.1,632.46,63.25,569.21,308.2,261.01,0.4585,20230414
SO000103,2023-02-06,C00439,P0013,3,183.15,0.1,549.45,54.95,494.5,298.8,195.7,0.3958,20230206
SO000104,2024-05-13,C00005,P0006,8,769.69,0.0,6157.52,0.0,6157.52,4529.2,1628.32,0.2644,20240513
SO000105,2024-09-23,C00274,P0011,5,612.61,0.0,3063.05,0.0,3063.05,1617.1,1445.95,0.4721,20240923
SO000106,2022-05-03,C00051,P0006,4,769.69,0.1,3078.76,307.88,2770.88,2264.6,506.28,0.1827,20220503
SO000107,2023-06-17,C00231,P0011,6,612.61,0.0,3675.66,0.0,3675.66,1940.52,1735.14,0.4721,20230617
SO000108,2024-04-23,C00177,P0001,2,1184.23,0.0,2368.46,0.0,2368.46,1061.76,1306.7,0.5517,20240423
SO000109,2022-12-24,C00296,P0019,8,133.67,0.0,1069.36,0.0,1069.36,425.04,644.32,0.6025,20221224
SO000110,2022-06-10,C00378,P0015,7,1099.41,0.05,7695.87,384.79,7311.08,3340.54,3970.54,0.5431,20220610
SO000111,2023-11-22,C00445,P0006,10,769.69,0.05,7696.9,384.85,7312.05,5661.5,1650.55,0.2257,20231122
SO000112,2022-11-28,C00037,P0003,9,329.69,0.0,2967.21,0.0,2967.21,1701.63,1265.58,0.4265,20221128
SO000113,2024-03-20,C00137,P0020,5,1298.32,0.15,6491.6,973.74,5517.86,3367.35,2150.51,0.3897,20240320
SO000114,2024-12-02,C00383,P0019,12,133.67,0.0,1604.04,0.0,1604.04,637.56,966.48,0.6025,20241202
SO000115,2023-05-31,C00373,P0008,12,1292.98,0.1,15515.76,1551.58,13964.18,6932.76,7031.42,0.5035,20230531
SO000116,2022-05-11,C00053,P0004,8,1701.98,0.05,13615.84,680.79,12935.05,5331.68,7603.37,0.5878,20220511
SO000117,2022-08-01,C00392,P0003,5,329.69,0.05,1648.45,82.42,1566.03,945.35,620.68,0.3963,20220801
SO000118,2023-04-15,C00200,P0010,4,407.06,0.1,1628.24,162.82,1465.42,648.88,816.54,0.5572,20230415
SO000119,2022-02-28,C00270,P0006,1,769.69,0.05,769.69,38.48,731.21,566.15,165.06,0.2257,20220228
SO000120,2023-07-12,C00244,P0015,9,1099.41,0.0,9894.69,0.0,9894.69,4294.98,5599.71,0.5659,20230712
SO000121,2024-07-24,C00091,P0019,11,133.67,0.1,1470.37,147.04,1323.33,584.43,738.9,0.5584,20240724
SO000122,2024-12-29,C00328,P0021,8,1034.07,0.15,8272.56,1240.88,7031.68,3312.32,3719.36,0.5289,20241229
SO000123,2023-09-23,C00046,P0015,6,1099.41,0.0,6596.46,0.0,6596.46,2863.32,3733.14,0.5659,20230923
SO000125,2023-09-06,C00485,P0016,1,794.81,0.1,794.81,79.48,715.33,368.65,346.68,0.4846,20230906
SO000126,2024-02-05,C00408,P0001,4,1184.23,0.0,4736.92,0.0,4736.92,2123.52,2613.4,0.5517,20240205
SO000127,2024-03-09,C00084,P0021,7,1034.07,0.0,7238.49,0.0,7238.49,2898.28,4340.21,0.5996,20240309
SO000128,2023-07-11,C00265,P0020,5,1298.32,0.05,6491.6,324.58,6167.02,3367.35,2799.67,0.454,20230711
SO000129,2023-01-09,C00097,P0003,3,329.69,0.0,989.07,0.0,989.07,567.21,421.86,0.4265,20230109
SO000130,2024-10-04,C00140,P0020,4,1298.32,0.0,5193.28,0.0,5193.28,2693.88,2499.4,0.4813,20241004
SO000131,2022-07-29,C00012,P0006,5,769.69,0.0,3848.45,0.0,3848.45,2830.75,1017.7,0.2644,20220729
SO000132,2022-11-05,C00120,P0003,2,329.69,0.0,659.38,0.0,659.38,378.14,281.24,0.4265,20221105
SO000133,2024-01-31,C00410,P0016,8,794.81,0.05,6358.48,317.92,6040.56,2949.2,3091.36,0.5118,20240131
SO000134,2022-04-25,C00385,P0005,5,483.19,0.1,2415.95,241.59,2174.36,1221.05,953.31,0.4384,20220425
SO000135,2024-02-21,C00099,P0009,1,207.23,0.0,207.23,0.0,207.23,98.96,108.27,0.5225,20240221
SO000136,2023-05-22,C00395,P0015,12,1099.41,0.2,13192.92,2638.58,10554.34,5726.64,4827.7,0.4574,20230522
SO000137,2023-03-03,C00049,P0017,8,1129.3,0.0,9034.4,0.0,9034.4,6124.88,2909.52,0.322,20230303
SO000138,2022-03-28,C00082,P0021,12,1034.07,0.15,12408.84,1861.33,10547.51,4968.48,5579.03,0.5289,20220328
SO000139,2023-02-11,C00327,P0010,6,407.06,0.15,2442.36,366.35,2076.01,973.32,1102.69,0.5312,20230211
SO000140,2024-06-08,C00058,P0008,6,1292.98,0.0,7757.88,0.0,7757.88,3466.38,4291.5,0.5532,20240608
SO000141,2022-01-19,C00203,P0008,1,1292.98,0.05,1292.98,64.65,1228.33,577.73,650.6,0.5297,20220119
SO000142,2022-07-03,C00080,P0012,4,1402.52,0.0,5610.08,0.0,5610.08,2513.68,3096.4,0.5519,20220703
SO000143,2022-05-03,C00477,P0021,1,1034.07,0.0,1034.07,0.0,1034.07,414.04,620.03,0.5996,20220503
SO000144,2024-09-26,C00055,P0005,4,483.19,0.0,1932.76,0.0,1932.76,976.84,955.92,0.4946,20240926
SO000145,2023-01-31,C00178,P0015,1,1099.41,0.05,1099.41,54.97,1044.44,477.22,567.22,0.5431,20230131
SO000146,2024-09-20,C00461,P0002,12,239.03,0.0,2868.36,0.0,2868.36,1254.12,1614.24,0.5628,20240920
SO000147,2023-01-18,C00098,P0019,9,133.67,0.0,1203.03,0.0,1203.03,478.17,724.86,0.6025,20230118
SO000148,2022-11-25,C00426,P0020,3,1298.32,0.05,3894.96,194.75,3700.21,2020.41,1679.8,0.454,20221125
SO000149,2024-07-18,C00278,P0012,1,1402.52,0.1,1402.52,140.25,1262.27,628.42,633.85,0.5022,20240718
SO000150,2024-01-16,C00453,P0001,10,1184.23,0.0,11842.3,0.0,11842.3,5308.8,6533.5,0.5517,20240116
SO000151,2023-01-24,C00276,P0013,9,183.15,0.05,1648.35,82.42,1565.93,896.4,669.53,0.4276,20230124
SO000152,2024-04-19,C00145,P0011,11,612.61,0.0,6738.71,0.0,6738.71,3557.62,3181.09,0.4721,20240419
SO000153,2023-01-01,C00023,P0005,1,483.19,0.0,483.19,0.0,483.19,244.21,238.98,0.4946,20230101
SO000154,2024-03-06,C00293,P0021,11,1034.07,0.0,11374.77,0.0,11374.77,4554.44,6820.33,0.5996,20240306
SO000156,2022-06-13,C00336,P0016,8,794.81,0.1,6358.48,635.85,5722.63,2949.2,2773.43,0.4846,20220613
SO000157,2024-01-26,C00481,P0014,12,1773.38,0.0,21280.56,0.0,21280.56,8908.8,12371.76,0.5814,20240126
SO000158,2023-09-15,C00376,P0003,2,329.69,0.15,659.38,98.91,560.47,378.14,182.33,0.3253,20230915
SO000159,2024-12-24,C00372,P0008,10,1292.98,0.0,12929.8,0.0,12929.8,5777.3,7152.5,0.5532,20241224
SO000160,2024-04-30,C00321,P0006,12,769.69,0.0,9236.28,0.0,9236.28,6793.8,2442.48,0.2644,20240430
SO000161,2024-05-24,C00235,P0022,2,316.23,0.0,632.46,0.0,632.46,308.2,324.26,0.5127,20240524
SO000162,2022-11-20,C00173,P0022,13,316.23,0.2,4110.99,822.2,3288.79,2003.3,1285.49,0.3909,20221120
SO000163,2023-10-27,C00162,P0018,6,808.88,0.0,4853.28,0.0,4853.28,2439.48,2413.8,0.4974,20231027
SO000164,2023-05-08,C00166,P0020,10,1298.32,0.05,12983.2,649.16,12334.04,6734.7,5599.34,0.454,20230508
SO000165,2024-01-08,C00382,P0009,8,207.23,0.0,1657.84,0.0,1657.84,791.68,866.16,0.5225,20240108
SO000166,2022-02-03,C00146,P0020,9,1298.32,0.0,11684.88,0.0,11684.88,6061.23,5623.65,0.4813,20220203
SO000167,2023-10-07,C00114,P0007,1,213.28,0.1,213.28,21.33,191.95,143.86,48.09,0.2505,20231007
SO000168,2024-11-13,C00471,P0018,13,808.88,0.05,10515.44,525.77,9989.67,5285.54,4704.13,0.4709,20241113
SO000169,2022-11-16,C00236,P0012,5,1402.52,0.0,7012.6,0.0,7012.6,3142.1,3870.5,0.5519,20221116
SO000170,2022-07-08,C00132,P0010,10,407.06,0.0,4070.6,0.0,4070.6,1622.2,2448.4,0.6015,20220708
SO000171,2024-09-15,C00371,P0011,3,612.61,0.0,1837.83,0.0,1837.83,970.26,867.57,0.4721,20240915
SO000172,2023-09-08,C00420,P0004,1,1701.98,0.1,1701.98,170.2,1531.78,666.46,865.32,0.5649,20230908
SO000173,2023-12-14,C00029,P0011,10,612.61,0.0,6126.1,0.0,6126.1,3234.2,2891.9,0.4721,20231214
SO000174,2022-01-24,C00117,P0021,11,1034.07,0.1,11374.77,1137.48,10237.29,4554.44,5682.85,0.5551,20220124
SO000175,2022-11-03,C00022,P0011,9,612.61,0.05,5513.49,275.67,5237.82,2910.78,2327.04,0.4443,20221103
SO000176,2024-07-01,C00375,P0013,10,183.15,0.05,1831.5,91.58,1739.92,996.0,743.92,0.4276,20240701
SO000177,2022-10-31,C00403,P0013,3,183.15,0.0,549.45,0.0,549.45,298.8,250.65,0.4562,20221031
SO000178,2023-06-22,C00281,P0013,2,183.15,0.0,366.3,0.0,366.3,199.2,167.1,0.4562,20230622
SO000179,2024-09-11,C00391,P0005,9,483.19,0.0,4348.71,0.0,4348.71,2197.89,2150.82,0.4946,20240911
SO000180,2024-12-09,C00288,P0020,6,1298.32,0.0,7789.92,0.0,7789.92,4040.82,3749.1,0.4813,20241209
SO000181,2022-07-03,C00351,P0019,2,133.67,0.05,267.34,13.37,253.97,106.26,147.71,0.5816,20220703
SO000182,2022-02-19,C00165,P0012,5,1402.52,0.0,7012.6,0.0,7012.6,3142.1,3870.5,0.5519,20220219
SO000183,2022-10-26,C00412,P0015,8,1099.41,0.0,8795.28,0.0,8795.28,3817.76,4977.52,0.5659,20221026
SO000184,2022-06-25,C00192,P0005,2,483.19,0.1,966.38,96.64,869.74,488.42,381.32,0.4384,20220625
SO000185,2022-01-29,C00076,P0010,6,407.06,0.05,2442.36,122.12,2320.24,973.32,1346.92,0.5805,20220129
SO000186,2023-03-05,C00012,P0011,12,612.61,0.05,7351.32,367.57,6983.75,3881.04,3102.71,0.4443,20230305
SO000187,2024-09-16,C00133,P0018,10,808.88,0.1,8088.8,808.88,7279.92,4065.8,3214.12,0.4415,20240916
SO000188,2024-12-14,C00010,P0013,2,183.15,0.0,366.3,0.0,366.3,199.2,167.1,0.4562,20241214
SO000189,2023-07-10,C00357,P0020,1,1298.32,0.0,1298.32,0.0,1298.32,673.47,624.85,0.4813,20230710
SO000190,2024-01-08,C00339,P0009,2,207.23,0.0,414.46,0.0,414.46,197.92,216.54,0.5225,20240108
SO000191,2024-11-07,C00119,P0013,17,183.15,0.0,3113.55,0.0,3113.55,1693.2,1420.35,0.4562,20241107
SO000192,2023-01-17,C00273,P0003,4,329.69,0.05,1318.76,65.94,1252.82,756.28,496.54,0.3963,20230117
SO000193,2023-05-22,C00012,P0002,9,239.03,0.0,2151.27,0.0,2151.27,940.59,1210.68,0.5628,20230522
SO000194,2023-12-22,C00010,P0012,9,1402.52,0.05,12622.68,631.13,11991.55,5655.78,6335.77,0.5284,20231222
SO000195,2022-05-07,C00257,P0009,11,207.23,0.0,2279.53,0.0,2279.53,1088.56,1190.97,0.5225,20220507
SO000196,2023-07-28,C00016,P0018,4,808.88,0.0,3235.52,0.0,3235.52,1626.32,1609.2,0.4974,20230728
SO000197,2024-12-02,C00045,P0013,16,183.15,0.05,2930.4,146.52,2783.88,1593.6,1190.28,0.4276,20241202
SO000198,2022-11-09,C00124,P0019,10,133.67,0.2,1336.7,267.34,1069.36,531.3,538.06,0.5032,20221109
SO000199,2023-02-28,C00278,P0005,11,483.19,0.0,5315.09,0.0,5315.09,2686.31,2628.78,0.4946,20230228
SO000200,2023-09-25,C00442,P0005,12,483.19,0.1,5798.28,579.83,5218.45,2930.52,2287.93,0.4384,20230925
SO000201,2022-11-20,C00466,P0005,9,483.19,0.0,4348.71,0.0,4348.71,2197.89,2150.82,0.4946,20221120
SO000202,2022-10-26,C00095,P0011,12,612.61,0.0,7351.32,0.0,7351.32,3881.04,3470.28,0.4721,20221026
SO000203,2023-09-14,C00493,P0014,8,1773.38,0.1,14187.04,1418.7,12768.34,5939.2,6829.14,0.5348,20230914
SO000204,2022-11-08,C00379,P0009,6,207.23,0.0,1243.38,0.0,1243.38,593.76,649.62,0.5225,20221108
SO000205,2023-07-01,C00314,P0020,10,1298.32,0.05,12983.2,649.16,12334.04,6734.7,5599.34,0.454,20230701
SO000206,2024-01-06,C00352,P0001,2,1184.23,0.05,2368.46,118.42,2250.04,1061.76,1188.28,0.5281,20240106
SO000207,2024-02-05,C00310,P0016,3,794.81,0.15,2384.43,357.66,2026.77,1105.95,920.82,0.4543,20240205
SO000208,2022-03-08,C00099,P0008,7,1292.98,0.1,9050.86,905.09,8145.77,4044.11,4101.66,0.5035,20220308
SO000209,2023-02-20,C00212,P0008,4,1292.98,0.0,5171.92,0.0,5171.92,2310.92,2861.0,0.5532,20230220
SO000210,2024-09-30,C00444,P0020,12,1298.32,0.0,15579.84,0.0,15579.84,8081.64,7498.2,0.4813,20240930
SO000211,2024-02-19,C00208,P0002,12,239.03,0.0,2868.36,0.0,2868.36,1254.12,1614.24,0.5628,20240219
SO000212,2024-12-11,C00305,P0018,16,808.88,0.15,12942.08,1941.31,11000.77,6505.28,4495.49,0.4087,20241211
SO000213,2022-03-28,C00232,P0015,4,1099.41,0.05,4397.64,219.88,4177.76,1908.88,2268.88,0.5431,20220328
SO000214,2024-11-23,C00286,P0013,16,183.15,0.2,2930.4,586.08,2344.32,1593.6,750.72,0.3202,20241123
SO000215,2023-08-09,C00453,P0010,8,407.06,0.0,3256.48,0.0,3256.48,1297.76,1958.72,0.6015,20230809
SO000216,2022-10-19,C00354,P0017,8,1129.3,0.1,9034.4,903.44,8130.96,6124.88,2006.08,0.2467,20221019
SO000217,2022-10-05,C00058,P0006,7,769.69,0.0,5387.83,0.0,5387.83,3963.05,1424.78,0.2644,20221005
SO000218,2024-07-20,C00303,P0007,2,213.28,0.0,426.56,0.0,426.56,287.72,138.84,0.3255,20240720
SO000219,2022-09-11,C00408,P0006,2,769.69,0.0,1539.38,0.0,1539.38,1132.3,407.08,0.2644,20220911
SO000220,2024-11-13,C00269,P0013,15,183.15,0.15,2747.25,412.09,2335.16,1494.0,841.16,0.3602,20241113
SO000221,2023-11-18,C00394,P0006,15,769.69,0.15,11545.35,1731.8,9813.55,8492.25,1321.3,0.1346,20231118
SO000222,2022-04-16,C00075,P0006,7,769.69,0.0,5387.83,0.0,5387.83,3963.05,1424.78,0.2644,20220416
SO000223,2023-01-06,C00148,P0021,2,1034.07,0.15,2068.14,310.22,1757.9199999999998,828.08,929.84,0.5289,20230106
SO000224,2022-01-26,C00392,P0009,8,207.23,0.0,1657.84,0.0,1657.84,791.68,866.16,0.5225,20220126
SO000225,2023-05-03,C00312,P0016,4,794.81,0.05,3179.24,158.96,3020.28,1474.6,1545.68,0.5118,20230503
SO000226,2022-01-14,C00041,P0020,4,1298.32,0.15,5193.28,778.99,4414.29,2693.88,1720.41,0.3897,20220114
SO000227,2022-04-11,C00420,P0007,3,213.28,0.0,639.84,0.0,639.84,431.58,208.26,0.3255,20220411
